SNP	marker	chr	pos_cM	pos_bp
8_88521843	M5753	8	55	88521843
8_89827128	M5754	8	55.2	89827128
8_91184312	M5755	8	55.4	91184312
8_92523280	M5756	8	55.6	92523280
8_93781941	M5757	8	55.8	93781941
8_95028918	M5758	8	56	95028918
8_96233224	M5759	8	56.2	96233224
8_97462892	M5760	8	56.4	97462892
8_98692857	M5761	8	56.6	98692857
8_100067754	M5762	8	56.8	100067754
8_102587365	M5764	8	57.2	102587365
8_103500035	M5765	8	57.4	103500035
8_103936867	M5766	8	57.6	103936867
8_104160892	M5767	8	57.8	104160892
8_104929020	M5768	8	58	104929020
8_105596231	M5769	8	58.2	105596231
8_106250425	M5770	8	58.4	106250425
8_106973211	M5771	8	58.6	106973211
8_107612334	M5772	8	58.8	107612334
8_108291474	M5773	8	59	108291474
8_109688767	M5775	8	59.4	109688767
8_110326503	M5776	8	59.6	110326503
8_110983567	M5777	8	59.8	110983567
8_111640994	M5778	8	60	111640994
8_112547421	M5779	8	60.2	112547421
8_113120374	M5780	8	60.4	113120374
8_115029095	M5783	8	61	115029095
8_115906545	M5784	8	61.2	115906545
8_116809160	M5785	8	61.4	116809160
8_117518799	M5786	8	61.6	117518799
8_118278927	M5787	8	61.8	118278927
8_119098140	M5788	8	62	119098140
8_119596196	M5789	8	62.2	119596196
8_120016019	M5790	8	62.4	120016019
8_120274942	M5791	8	62.6	120274942
8_120634158	M5792	8	62.8	120634158
8_120968877	M5793	8	63	120968877
8_121394861	M5794	8	63.2	121394861
8_121837712	M5795	8	63.4	121837712
8_122266072	M5796	8	63.6	122266072
8_122675650	M5797	8	63.8	122675650
8_123103926	M5798	8	64	123103926
8_123444436	M5799	8	64.2	123444436
8_123775902	M5800	8	64.4	123775902
8_124042982	M5801	8	64.6	124042982
8_124485831	M5802	8	64.8	124485831
8_124833043	M5803	8	65	124833043
8_125223016	M5804	8	65.2	125223016
8_125561428	M5805	8	65.4	125561428
8_126112504	M5806	8	65.6	126112504
8_126478025	M5807	8	65.8	126478025
8_126819250	M5808	8	66	126819250
8_127531775	M5810	8	66.4	127531775
8_127881693	M5811	8	66.6	127881693
8_128223035	M5812	8	66.8	128223035
8_129337770	M5813	8	67	129337770
8_131314581	M5814	8	67.2	131314581
8_132184483	M5815	8	67.4	132184483
8_133037197	M5816	8	67.6	133037197
8_134422949	M5817	8	67.8	134422949
8_134879003	M5818	8	68	134879003
8_135415477	M5819	8	68.2	135415477
8_135901361	M5820	8	68.4	135901361
8_136382117	M5821	8	68.6	136382117
8_136860593	M5822	8	68.8	136860593
8_137413254	M5823	8	69	137413254
8_137937147	M5824	8	69.2	137937147
8_138501128	M5825	8	69.4	138501128
8_139792962	M5826	8	69.6	139792962
8_141338010	M5828	8	70	141338010
8_142127698	M5829	8	70.2	142127698
8_142926663	M5830	8	70.4	142926663
8_143509272	M5831	8	70.6	143509272
8_144103935	M5832	8	70.8	144103935
8_144708059	M5833	8	71	144708059
8_145200885	M5834	8	71.2	145200885
8_145771843	M5835	8	71.4	145771843
8_146095832	M5836	8	71.6	146095832
8_146411688	M5837	8	71.8	146411688
8_146735936	M5838	8	72	146735936
8_146988087	M5839	8	72.2	146988087
8_147403251	M5840	8	72.4	147403251
8_147748778	M5841	8	72.6	147748778
8_148042286	M5842	8	72.8	148042286
8_148358988	M5843	8	73	148358988
8_148666977	M5844	8	73.2	148666977
8_148989897	M5845	8	73.4	148989897
8_149361550	M5846	8	73.6	149361550
8_149683263	M5847	8	73.8	149683263
8_149990502	M5848	8	74	149990502
8_150320644	M5849	8	74.2	150320644
8_150527583	M5850	8	74.4	150527583
8_150741660	M5851	8	74.6	150741660
8_150951716	M5852	8	74.8	150951716
8_151176892	M5853	8	75	151176892
8_151424627	M5854	8	75.2	151424627
8_151658067	M5855	8	75.4	151658067
8_152090064	M5857	8	75.8	152090064
8_152261644	M5858	8	76	152261644
8_152528355	M5859	8	76.2	152528355
8_152770230	M5860	8	76.4	152770230
8_153047361	M5861	8	76.6	153047361
8_153564036	M5863	8	77	153564036
8_154151683	M5865	8	77.4	154151683
8_154377951	M5866	8	77.6	154377951
8_154630087	M5867	8	77.8	154630087
8_154884285	M5868	8	78	154884285
8_155114916	M5869	8	78.2	155114916
8_155361711	M5870	8	78.4	155361711
8_155626166	M5871	8	78.6	155626166
8_155885632	M5872	8	78.8	155885632
8_156131225	M5873	8	79	156131225
8_156659348	M5875	8	79.4	156659348
8_156960106	M5876	8	79.6	156960106
8_157186129	M5877	8	79.8	157186129
8_157442561	M5878	8	80	157442561
8_157672033	M5879	8	80.2	157672033
8_157935899	M5880	8	80.4	157935899
8_158167578	M5881	8	80.6	158167578
8_158836259	M5882	8	80.8	158836259
8_159531376	M5883	8	81	159531376
8_160173983	M5884	8	81.2	160173983
8_160748769	M5885	8	81.4	160748769
8_161196231	M5887	8	81.8	161196231
8_161445797	M5888	8	82	161445797
8_161758299	M5889	8	82.2	161758299
8_162215697	M5890	8	82.4	162215697
8_162440860	M5892	8	82.8	162440860
8_162558936	M5893	8	83	162558936
8_162625390	M5894	8	83.2	162625390
8_162801861	M5895	8	83.4	162801861
8_163054651	M5897	8	83.8	163054651
8_163467659	M5900	8	84.4	163467659
8_163572553	M5901	8	84.6	163572553
8_163692715	M5902	8	84.8	163692715
8_163811235	M5903	8	85	163811235
8_163937165	M5904	8	85.2	163937165
8_164055680	M5905	8	85.4	164055680
8_164180327	M5906	8	85.6	164180327
8_164451770	M5908	8	86	164451770
8_164584225	M5909	8	86.2	164584225
8_164701979	M5910	8	86.4	164701979
8_164838546	M5911	8	86.6	164838546
8_165047508	M5913	8	87	165047508
8_165205009	M5914	8	87.2	165205009
8_165312087	M5915	8	87.4	165312087
8_165429856	M5916	8	87.6	165429856
8_165630346	M5917	8	87.8	165630346
8_165746281	M5918	8	88	165746281
8_166362774	M5921	8	88.6	166362774
8_166505532	M5922	8	88.8	166505532
8_166652339	M5923	8	89	166652339
8_166776147	M5924	8	89.2	166776147
8_166892218	M5925	8	89.4	166892218
8_166994303	M5926	8	89.6	166994303
8_167164715	M5927	8	89.8	167164715
8_167211872	M5928	8	90	167211872
8_167310257	M5929	8	90.2	167310257
8_167411813	M5930	8	90.4	167411813
8_167510429	M5931	8	90.6	167510429
8_167717425	M5933	8	91	167717425
8_167886025	M5934	8	91.2	167886025
8_168126460	M5935	8	91.4	168126460
8_168368826	M5936	8	91.6	168368826
8_168618416	M5937	8	91.8	168618416
8_168771132	M5938	8	92	168771132
8_168881135	M5940	8	92.4	168881135
8_169011303	M5942	8	92.8	169011303
8_169073436	M5943	8	93	169073436
8_169217251	M5945	8	93.4	169217251
8_169280146	M5946	8	93.6	169280146
8_169351220	M5947	8	93.8	169351220
8_169402974	M5948	8	94	169402974
8_169470301	M5949	8	94.2	169470301
8_169537720	M5950	8	94.4	169537720
8_169596130	M5951	8	94.6	169596130
8_169660536	M5952	8	94.8	169660536
8_169906582	M5953	8	95	169906582
8_169971619	M5954	8	95.2	169971619
8_170036203	M5955	8	95.4	170036203
8_170120966	M5956	8	95.6	170120966
8_170213590	M5957	8	95.8	170213590
8_170291758	M5958	8	96	170291758
8_170378470	M5959	8	96.2	170378470
8_170430541	M5960	8	96.4	170430541
8_170451820	M5961	8	96.6	170451820
8_170472646	M5962	8	96.8	170472646
8_170493424	M5963	8	97	170493424
8_170532847	M5965	8	97.4	170532847
8_170562197	M5966	8	97.6	170562197
8_170581573	M5967	8	97.8	170581573
8_170602337	M5968	8	98	170602337
8_170675250	M5969	8	98.2	170675250
8_170742857	M5970	8	98.4	170742857
8_170810490	M5971	8	98.6	170810490
8_170885427	M5972	8	98.8	170885427
8_170947852	M5973	8	99	170947852
8_171008943	M5974	8	99.2	171008943
8_171074059	M5975	8	99.4	171074059
8_171227770	M5977	8	99.8	171227770
8_171348329	M5979	8	100.2	171348329
8_171409677	M5980	8	100.4	171409677
8_171470912	M5981	8	100.6	171470912
8_171530541	M5982	8	100.8	171530541
8_171585692	M5983	8	101	171585692
8_171645751	M5984	8	101.2	171645751
8_171697299	M5985	8	101.4	171697299
8_171773098	M5986	8	101.6	171773098
8_171830390	M5987	8	101.8	171830390
8_171864973	M5988	8	102	171864973
8_171928513	M5989	8	102.2	171928513
8_172008840	M5990	8	102.4	172008840
8_172068481	M5991	8	102.6	172068481
8_172121791	M5992	8	102.8	172121791
8_172185558	M5993	8	103	172185558
8_172245546	M5994	8	103.2	172245546
8_172303882	M5995	8	103.4	172303882
8_172370788	M5996	8	103.6	172370788
8_172436242	M5997	8	103.8	172436242
8_172522298	M5998	8	104	172522298
8_172595783	M5999	8	104.2	172595783
8_172671262	M6000	8	104.4	172671262
8_172752716	M6001	8	104.6	172752716
8_172827844	M6002	8	104.8	172827844
8_172900833	M6003	8	105	172900833
8_173041958	M6005	8	105.4	173041958
8_173121826	M6006	8	105.6	173121826
8_173194166	M6007	8	105.8	173194166
8_173268216	M6008	8	106	173268216
8_173359674	M6009	8	106.2	173359674
8_173415623	M6010	8	106.4	173415623
8_173489879	M6011	8	106.6	173489879
8_173550394	M6012	8	106.8	173550394
8_173597879	M6013	8	107	173597879
8_173745417	M6016	8	107.6	173745417
8_173793152	M6017	8	107.8	173793152
8_173836529	M6018	8	108	173836529
8_173888620	M6019	8	108.2	173888620
8_173937748	M6020	8	108.4	173937748
8_174056886	M6023	8	109	174056886
8_174131325	M6024	8	109.2	174131325
8_174152356	M6025	8	109.4	174152356
8_174194567	M6026	8	109.6	174194567
8_174239681	M6027	8	109.8	174239681
8_174304735	M6028	8	110	174304735
8_174352284	M6029	8	110.2	174352284
8_174399897	M6030	8	110.4	174399897
8_174482287	M6032	8	110.8	174482287
8_174529837	M6033	8	111	174529837
8_174592764	M6035	8	111.4	174592764
8_174643647	M6036	8	111.6	174643647
8_174691286	M6037	8	111.8	174691286
8_174739022	M6038	8	112	174739022
8_174866103	M6041	8	112.6	174866103
8_174921958	M6042	8	112.8	174921958
8_174967635	M6043	8	113	174967635
8_175006613	M6044	8	113.2	175006613
8_175059591	M6045	8	113.4	175059591
8_175107768	M6046	8	113.6	175107768
8_175156976	M6047	8	113.8	175156976
8_175242283	M6048	8	114	175242283
8_175301495	M6049	8	114.2	175301495
8_175349621	M6050	8	114.4	175349621
8_175397356	M6051	8	114.6	175397356
8_175445085	M6052	8	114.8	175445085
8_175492875	M6053	8	115	175492875
8_175540389	M6054	8	115.2	175540389
8_175595835	M6055	8	115.4	175595835
8_175698304	M6057	8	115.8	175698304
8_175746516	M6058	8	116	175746516
8_175796953	M6059	8	116.2	175796953
8_175833682	M6060	8	116.4	175833682
8_176025336	M6064	8	117.2	176025336
8_176082139	M6065	8	117.4	176082139
8_176146976	M6066	8	117.6	176146976
8_176215543	M6067	8	117.8	176215543
8_176281551	M6068	8	118	176281551
8_176403899	M6069	8	118.2	176403899
8_176419344	M6070	8	118.4	176419344
8_176579603	M6073	8	119	176579603
8_176608104	M6074	8	119.2	176608104
8_176629728	M6075	8	119.4	176629728
8_176657898	M6076	8	119.6	176657898
8_176685817	M6077	8	119.8	176685817
8_176713987	M6078	8	120	176713987
8_176742431	M6079	8	120.2	176742431
8_176770600	M6080	8	120.4	176770600
8_176798770	M6081	8	120.6	176798770
8_176828144	M6082	8	120.8	176828144
8_176857862	M6083	8	121	176857862
8_176886022	M6084	8	121.2	176886022
8_176914254	M6085	8	121.4	176914254
8_176942421	M6086	8	121.6	176942421
8_176963931	M6087	8	121.8	176963931
8_177032506	M6088	8	122	177032506
8_177060676	M6089	8	122.2	177060676
8_177088905	M6090	8	122.4	177088905
8_177116341	M6091	8	122.6	177116341
8_177144512	M6092	8	122.8	177144512
8_177174902	M6093	8	123	177174902
8_177229888	M6094	8	123.2	177229888
8_177281848	M6095	8	123.4	177281848
8_177330946	M6096	8	123.6	177330946
8_177380896	M6097	8	123.8	177380896
8_177497516	M6099	8	124.2	177497516
8_177548340	M6100	8	124.4	177548340
8_177609020	M6101	8	124.6	177609020
8_177659464	M6102	8	124.8	177659464
8_177709793	M6103	8	125	177709793
8_177761161	M6104	8	125.2	177761161
8_177810916	M6105	8	125.4	177810916
8_177861533	M6106	8	125.6	177861533
8_177911286	M6107	8	125.8	177911286
8_177956205	M6108	8	126	177956205
8_178011530	M6109	8	126.2	178011530
8_178051322	M6110	8	126.4	178051322
8_178101050	M6111	8	126.6	178101050
8_178196568	M6113	8	127	178196568
8_178244405	M6114	8	127.2	178244405
8_178331210	M6115	8	127.4	178331210
8_178369806	M6116	8	127.6	178369806
8_178495742	M6117	8	127.8	178495742
8_178585620	M6118	8	128	178585620
8_178701467	M6119	8	128.2	178701467
8_178765381	M6121	8	128.6	178765381
8_178830523	M6122	8	128.8	178830523
8_178896854	M6123	8	129	178896854
8_178966804	M6124	8	129.2	178966804
8_179044682	M6125	8	129.4	179044682
8_179100846	M6126	8	129.6	179100846
8_179154862	M6127	8	129.8	179154862
8_179206750	M6128	8	130	179206750
8_179256892	M6129	8	130.2	179256892
8_179310883	M6130	8	130.4	179310883
8_179362911	M6131	8	130.6	179362911
8_179414798	M6132	8	130.8	179414798
8_179466969	M6133	8	131	179466969
8_179518836	M6134	8	131.2	179518836
8_179571213	M6135	8	131.4	179571213
8_179680549	M6137	8	131.8	179680549
8_179803720	M6139	8	132.2	179803720
8_179906614	M6141	8	132.6	179906614
8_179957449	M6142	8	132.8	179957449
8_180002898	M6143	8	133	180002898
8_180065969	M6144	8	133.2	180065969
8_180117851	M6145	8	133.4	180117851
8_180169419	M6146	8	133.6	180169419
8_180225839	M6147	8	133.8	180225839
8_180280871	M6148	8	134	180280871
8_180331767	M6149	8	134.2	180331767
8_180380977	M6150	8	134.4	180380977
8_180414538	M6151	8	134.6	180414538
8_180481912	M6152	8	134.8	180481912
8_180537928	M6153	8	135	180537928
8_180627580	M6154	8	135.2	180627580
8_180647520	M6155	8	135.4	180647520
8_180702667	M6156	8	135.6	180702667
8_180761978	M6157	8	135.8	180761978
8_180834243	M6158	8	136	180834243
8_180937561	M6160	8	136.4	180937561
8_180991795	M6161	8	136.6	180991795
8_181042774	M6162	8	136.8	181042774
8_181094644	M6163	8	137	181094644
8_181122637	End8	8	137.107935222672	181122637
9_1	Start9	9	-8.91031888681244	1
9_130352	M6166	9	-8.6	130352
9_214363	M6167	9	-8.4	214363
9_310098	M6168	9	-8.2	310098
9_397653	M6169	9	-8	397653
9_736228	M6174	9	-7	736228
9_825973	M6175	9	-6.8	825973
9_911679	M6176	9	-6.6	911679
9_1247868	M6180	9	-5.8	1247868
9_1410392	M6181	9	-5.6	1410392
9_1475211	M6182	9	-5.4	1475211
9_1560714	M6183	9	-5.2	1560714
9_1672495	M6184	9	-5	1672495
9_1740468	M6185	9	-4.8	1740468
9_1813157	M6186	9	-4.6	1813157
9_1915330	M6187	9	-4.4	1915330
9_2000545	M6188	9	-4.2	2000545
9_2095219	M6189	9	-4	2095219
9_2277619	M6191	9	-3.6	2277619
9_2346622	M6192	9	-3.4	2346622
9_2410098	M6193	9	-3.2	2410098
9_2524922	M6194	9	-3	2524922
9_2666665	M6195	9	-2.8	2666665
9_2692817	M6196	9	-2.6	2692817
9_2711269	M6197	9	-2.4	2711269
9_2854822	M6198	9	-2.2	2854822
9_2949003	M6200	9	-1.8	2949003
9_3015805	M6201	9	-1.6	3015805
9_3148953	M6202	9	-1.4	3148953
9_3195496	M6203	9	-1.2	3195496
9_3281640	M6204	9	-1	3281640
9_3336357	M6205	9	-0.8	3336357
9_3424225	M6206	9	-0.6	3424225
9_3511913	M6207	9	-0.4	3511913
9_3595828	M6208	9	-0.2	3595828
9_3674069	M6209	9	0	3674069
9_3755228	M6210	9	0.2	3755228
9_3833508	M6211	9	0.4	3833508
9_3912016	M6212	9	0.6	3912016
9_3992063	M6213	9	0.8	3992063
9_4066852	M6214	9	1	4066852
9_4151948	M6215	9	1.2	4151948
9_4236262	M6216	9	1.4	4236262
9_4375041	M6217	9	1.6	4375041
9_4392786	M6218	9	1.8	4392786
9_4472885	M6219	9	2	4472885
9_4554545	M6220	9	2.2	4554545
9_4643213	M6221	9	2.4	4643213
9_4719807	M6222	9	2.6	4719807
9_4882537	M6224	9	3	4882537
9_4960992	M6225	9	3.2	4960992
9_5030507	M6226	9	3.4	5030507
9_5205729	M6228	9	3.8	5205729
9_5281756	M6229	9	4	5281756
9_5408211	M6230	9	4.2	5408211
9_5456873	M6231	9	4.4	5456873
9_5651166	M6234	9	5	5651166
9_5729738	M6235	9	5.2	5729738
9_5810382	M6236	9	5.4	5810382
9_5893727	M6237	9	5.6	5893727
9_5979563	M6238	9	5.8	5979563
9_6047792	M6239	9	6	6047792
9_6126789	M6240	9	6.2	6126789
9_6209976	M6241	9	6.4	6209976
9_6290355	M6242	9	6.6	6290355
9_6360282	M6244	9	7	6360282
9_6489278	M6245	9	7.2	6489278
9_6581728	M6246	9	7.4	6581728
9_6633900	M6247	9	7.6	6633900
9_6736056	M6248	9	7.8	6736056
9_6814641	M6249	9	8	6814641
9_6892288	M6250	9	8.2	6892288
9_6981399	M6251	9	8.4	6981399
9_7061037	M6252	9	8.6	7061037
9_7139534	M6253	9	8.8	7139534
9_7247940	M6254	9	9	7247940
9_7296354	M6255	9	9.2	7296354
9_7361971	M6256	9	9.4	7361971
9_7538240	M6258	9	9.8	7538240
9_7628201	M6259	9	10	7628201
9_7695092	M6260	9	10.2	7695092
9_7751361	M6261	9	10.4	7751361
9_7845898	M6262	9	10.6	7845898
9_7923283	M6263	9	10.8	7923283
9_7956357	M6264	9	11	7956357
9_8172184	M6265	9	11.2	8172184
9_8261340	M6266	9	11.4	8261340
9_8339359	M6267	9	11.6	8339359
9_8419349	M6268	9	11.8	8419349
9_8500042	M6269	9	12	8500042
9_8575645	M6270	9	12.2	8575645
9_8654150	M6271	9	12.4	8654150
9_8794358	M6272	9	12.6	8794358
9_8856359	M6273	9	12.8	8856359
9_9594729	M6284	9	15	9594729
9_9672290	M6285	9	15.2	9672290
9_9828075	M6287	9	15.6	9828075
9_9910233	M6288	9	15.8	9910233
9_10066456	M6290	9	16.2	10066456
9_10112911	M6291	9	16.4	10112911
9_10199864	M6292	9	16.6	10199864
9_10271031	M6293	9	16.8	10271031
9_10350052	M6294	9	17	10350052
9_10415222	M6295	9	17.2	10415222
9_10498764	M6296	9	17.4	10498764
9_10584363	M6297	9	17.6	10584363
9_10661955	M6298	9	17.8	10661955
9_10773864	M6299	9	18	10773864
9_10823522	M6300	9	18.2	10823522
9_10910771	M6301	9	18.4	10910771
9_10946576	M6302	9	18.6	10946576
9_11008039	M6303	9	18.8	11008039
9_11103042	M6304	9	19	11103042
9_11156734	M6305	9	19.2	11156734
9_11218431	M6306	9	19.4	11218431
9_11277779	M6307	9	19.6	11277779
9_11334229	M6308	9	19.8	11334229
9_11387989	M6309	9	20	11387989
9_11463268	M6310	9	20.2	11463268
9_11522863	M6311	9	20.4	11522863
9_11636880	M6312	9	20.6	11636880
9_11803398	M6313	9	20.8	11803398
9_11906011	M6314	9	21	11906011
9_12014586	M6315	9	21.2	12014586
9_12128417	M6316	9	21.4	12128417
9_13022984	M6323	9	22.8	13022984
9_13125859	M6324	9	23	13125859
9_13225647	M6325	9	23.2	13225647
9_13449205	M6327	9	23.6	13449205
9_13578838	M6328	9	23.8	13578838
9_13706502	M6329	9	24	13706502
9_13831051	M6330	9	24.2	13831051
9_13949638	M6331	9	24.4	13949638
9_14084251	M6332	9	24.6	14084251
9_14320727	M6334	9	25	14320727
9_14447250	M6335	9	25.2	14447250
9_14592279	M6336	9	25.4	14592279
9_14711226	M6337	9	25.6	14711226
9_14852653	M6338	9	25.8	14852653
9_14985485	M6339	9	26	14985485
9_15130593	M6340	9	26.2	15130593
9_15229957	M6341	9	26.4	15229957
9_15353374	M6342	9	26.6	15353374
9_15444140	M6343	9	26.8	15444140
9_15527278	M6344	9	27	15527278
9_15609916	M6345	9	27.2	15609916
9_15694928	M6346	9	27.4	15694928
9_15777094	M6347	9	27.6	15777094
9_15861014	M6348	9	27.8	15861014
9_15943677	M6349	9	28	15943677
9_16028537	M6350	9	28.2	16028537
9_16120245	M6351	9	28.4	16120245
9_16190415	M6352	9	28.6	16190415
9_16261125	M6353	9	28.8	16261125
9_16331715	M6354	9	29	16331715
9_16394107	M6355	9	29.2	16394107
9_16467573	M6356	9	29.4	16467573
9_16540502	M6357	9	29.6	16540502
9_16661574	M6359	9	30	16661574
9_16748545	M6360	9	30.2	16748545
9_16933821	M6361	9	30.4	16933821
9_17128089	M6362	9	30.6	17128089
9_17331172	M6363	9	30.8	17331172
9_17523246	M6364	9	31	17523246
9_18045950	M6367	9	31.6	18045950
9_18186905	M6368	9	31.8	18186905
9_18349214	M6369	9	32	18349214
9_18519848	M6370	9	32.2	18519848
9_18679361	M6371	9	32.4	18679361
9_18757885	M6372	9	32.6	18757885
9_18820878	M6373	9	32.8	18820878
9_18885416	M6374	9	33	18885416
9_18947850	M6375	9	33.2	18947850
9_19074514	M6377	9	33.6	19074514
9_19138535	M6378	9	33.8	19138535
9_19226042	M6380	9	34.2	19226042
9_19339545	M6381	9	34.4	19339545
9_19462813	M6382	9	34.6	19462813
9_19606448	M6383	9	34.8	19606448
9_19957140	M6385	9	35.2	19957140
9_20101682	M6387	9	35.6	20101682
9_20223618	M6390	9	36.2	20223618
9_20349627	M6391	9	36.4	20349627
9_20446916	M6392	9	36.6	20446916
9_20562028	M6393	9	36.8	20562028
9_20695900	M6394	9	37	20695900
9_20807157	M6395	9	37.2	20807157
9_20913637	M6396	9	37.4	20913637
9_21025387	M6397	9	37.6	21025387
9_21136265	M6398	9	37.8	21136265
9_21269859	M6399	9	38	21269859
9_21381181	M6400	9	38.2	21381181
9_21490719	M6401	9	38.4	21490719
9_21549566	M6402	9	38.6	21549566
9_21687034	M6403	9	38.8	21687034
9_21813681	M6404	9	39	21813681
9_21927735	M6405	9	39.2	21927735
9_22328273	M6406	9	39.4	22328273
9_22733665	M6407	9	39.6	22733665
9_23109983	M6408	9	39.8	23109983
9_23224144	M6409	9	40	23224144
9_23399234	M6411	9	40.4	23399234
9_23496384	M6412	9	40.6	23496384
9_23586793	M6413	9	40.8	23586793
9_23678643	M6414	9	41	23678643
9_23768066	M6415	9	41.2	23768066
9_23869810	M6416	9	41.4	23869810
9_23994461	M6417	9	41.6	23994461
9_24342405	M6418	9	41.8	24342405
9_24686535	M6419	9	42	24686535
9_25062488	M6420	9	42.2	25062488
9_25402049	M6421	9	42.4	25402049
9_25757186	M6422	9	42.6	25757186
9_26058167	M6423	9	42.8	26058167
9_26401624	M6424	9	43	26401624
9_26732247	M6425	9	43.2	26732247
9_27055676	M6426	9	43.4	27055676
9_27388431	M6427	9	43.6	27388431
9_27691570	M6428	9	43.8	27691570
9_28005456	M6429	9	44	28005456
9_28270726	M6430	9	44.2	28270726
9_30010113	M6431	9	44.4	30010113
9_33793341	M6432	9	44.6	33793341
9_36294981	M6433	9	44.8	36294981
9_38917256	M6434	9	45	38917256
9_48385373	M6435	9	45.2	48385373
9_82156150	M6438	9	45.8	82156150
9_87253325	M6439	9	46	87253325
9_90821004	M6440	9	46.2	90821004
9_92008707	M6441	9	46.4	92008707
9_93173734	M6442	9	46.6	93173734
9_94362502	M6443	9	46.8	94362502
9_96809320	M6444	9	47	96809320
9_97441369	M6445	9	47.2	97441369
9_98061300	M6446	9	47.4	98061300
9_98673106	M6447	9	47.6	98673106
9_99336430	M6448	9	47.8	99336430
9_99954024	M6449	9	48	99954024
9_100609132	M6450	9	48.2	100609132
9_101253793	M6451	9	48.4	101253793
9_101886214	M6452	9	48.6	101886214
9_103703060	M6454	9	49	103703060
9_104517168	M6455	9	49.2	104517168
9_105216828	M6456	9	49.4	105216828
9_105751521	M6457	9	49.6	105751521
9_106358709	M6458	9	49.8	106358709
9_107231884	M6460	9	50.2	107231884
9_107743075	M6461	9	50.4	107743075
9_108155898	M6462	9	50.6	108155898
9_108707861	M6463	9	50.8	108707861
9_109215295	M6464	9	51	109215295
9_109433978	M6467	9	51.6	109433978
9_110454638	M6468	9	51.8	110454638
9_111000358	M6469	9	52	111000358
9_111556383	M6470	9	52.2	111556383
9_112052002	M6471	9	52.4	112052002
9_112770347	M6472	9	52.6	112770347
9_113328164	M6473	9	52.8	113328164
9_114148447	M6474	9	53	114148447
9_115177840	M6475	9	53.2	115177840
9_115716352	M6476	9	53.4	115716352
9_116219568	M6477	9	53.6	116219568
9_116755228	M6478	9	53.8	116755228
9_116942300	M6479	9	54	116942300
9_117145112	M6480	9	54.2	117145112
9_117327046	M6481	9	54.4	117327046
9_117844567	M6486	9	55.4	117844567
9_118675677	M6488	9	55.8	118675677
9_119424029	M6489	9	56	119424029
9_119842246	M6490	9	56.2	119842246
9_121168480	M6493	9	56.8	121168480
9_121794700	M6494	9	57	121794700
9_122687666	M6495	9	57.2	122687666
9_123694427	M6496	9	57.4	123694427
9_124332835	M6497	9	57.6	124332835
9_124626062	M6498	9	57.8	124626062
9_124912998	M6499	9	58	124912998
9_125288977	M6500	9	58.2	125288977
9_125584571	M6501	9	58.4	125584571
9_125903042	M6502	9	58.6	125903042
9_126170187	M6503	9	58.8	126170187
9_126468093	M6504	9	59	126468093
9_126761203	M6505	9	59.2	126761203
9_127136080	M6506	9	59.4	127136080
9_127294680	M6507	9	59.6	127294680
9_127619833	M6508	9	59.8	127619833
9_127896622	M6509	9	60	127896622
9_128186122	M6510	9	60.2	128186122
9_128456953	M6511	9	60.4	128456953
9_128753378	M6512	9	60.6	128753378
9_129165085	M6513	9	60.8	129165085
9_129482371	M6514	9	61	129482371
9_129819841	M6515	9	61.2	129819841
9_130118907	M6516	9	61.4	130118907
9_130409135	M6517	9	61.6	130409135
9_130692472	M6518	9	61.8	130692472
9_131251236	M6519	9	62	131251236
9_132919581	M6522	9	62.6	132919581
9_133799468	M6523	9	62.8	133799468
9_134823945	M6524	9	63	134823945
9_135378756	M6525	9	63.2	135378756
9_135582933	M6526	9	63.4	135582933
9_135981341	M6528	9	63.8	135981341
9_136180824	M6529	9	64	136180824
9_136355220	M6530	9	64.2	136355220
9_136438604	M6531	9	64.4	136438604
9_136592096	M6532	9	64.6	136592096
9_136773571	M6533	9	64.8	136773571
9_137102448	M6535	9	65.2	137102448
9_137878747	M6536	9	65.4	137878747
9_138236716	M6538	9	65.8	138236716
9_138404003	M6539	9	66	138404003
9_138531943	M6540	9	66.2	138531943
9_138759772	M6541	9	66.4	138759772
9_138925624	M6542	9	66.6	138925624
9_139092704	M6543	9	66.8	139092704
9_139204015	M6544	9	67	139204015
9_139280890	M6545	9	67.2	139280890
9_139455418	M6546	9	67.4	139455418
9_139600237	M6547	9	67.6	139600237
9_139670908	M6548	9	67.8	139670908
9_139881711	M6550	9	68.2	139881711
9_139993660	M6551	9	68.4	139993660
9_140097874	M6552	9	68.6	140097874
9_140213492	M6553	9	68.8	140213492
9_140360639	M6554	9	69	140360639
9_140450199	M6555	9	69.2	140450199
9_140576288	M6556	9	69.4	140576288
9_140656776	M6557	9	69.6	140656776
9_140822889	M6558	9	69.8	140822889
9_140955408	M6559	9	70	140955408
9_141079995	M6560	9	70.2	141079995
9_141198135	M6561	9	70.4	141198135
9_141330716	M6562	9	70.6	141330716
9_141444536	M6563	9	70.8	141444536
9_141589259	M6564	9	71	141589259
9_141715971	M6565	9	71.2	141715971
9_141842247	M6566	9	71.4	141842247
9_141973292	M6567	9	71.6	141973292
9_142095511	M6568	9	71.8	142095511
9_142217935	M6569	9	72	142217935
9_142368659	M6570	9	72.2	142368659
9_142533709	M6571	9	72.4	142533709
9_142657451	M6572	9	72.6	142657451
9_142810916	M6573	9	72.8	142810916
9_143072052	M6575	9	73.2	143072052
9_143196322	M6576	9	73.4	143196322
9_143312508	M6577	9	73.6	143312508
