"ID"	"RI_ACCESSION"	"popN"	"family"	"ind"	"lane"	"pop_fam_ind"	"library_ID"	"platform"	"instrument_model"	"fastq1"	"fastq2"
"HILO405"	"RIMME0027"	27	"M"	"i"	10	"RIMME0027_M_i"	"HILO405_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO405_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO405_2.fq.gz"
"HILO406"	"RIMME0030"	30	"K"	"i"	10	"RIMME0030_K_i"	"HILO406_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO406_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO406_2.fq.gz"
"HILO407"	"RIMME0019"	19	"E"	"i"	10	"RIMME0019_E_i"	"HILO407_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO407_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO407_2.fq.gz"
"HILO408"	"RIMMA0374"	374	"F"	"i"	10	"RIMMA0374_F_i"	"HILO408_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO408_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO408_2.fq.gz"
"HILO409"	"RIMME0025"	25	"O"	"i"	10	"RIMME0025_O_i"	"HILO409_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO409_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO409_2.fq.gz"
"HILO410"	"RIMME0023"	23	"J"	"i"	10	"RIMME0023_J_i"	"HILO410_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO410_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO410_2.fq.gz"
"HILO411"	"RIMME0021"	21	"E"	"i"	10	"RIMME0021_E_i"	"HILO411_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO411_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO411_2.fq.gz"
"HILO412"	"RIMME0034"	34	"I"	"i"	10	"RIMME0034_I_i"	"HILO412_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO412_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO412_2.fq.gz"
"HILO413"	"RIMME0035"	35	"G"	"i"	10	"RIMME0035_G_i"	"HILO413_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO413_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO413_2.fq.gz"
"HILO414"	"RIMME0035"	35	"M"	"ii"	10	"RIMME0035_M_ii"	"HILO414_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO414_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO414_2.fq.gz"
"HILO415"	"RIMME0028"	28	"O"	"i"	10	"RIMME0028_O_i"	"HILO415_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO415_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO415_2.fq.gz"
"HILO416"	"RIMMA0368"	368	"F"	"i"	10	"RIMMA0368_F_i"	"HILO416_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO416_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO416_2.fq.gz"
"HILO417"	"RIMME0034"	34	"J"	"i"	10	"RIMME0034_J_i"	"HILO417_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO417_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO417_2.fq.gz"
"HILO418"	"RIMME0030"	30	"R"	"i"	10	"RIMME0030_R_i"	"HILO418_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO418_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO418_2.fq.gz"
"HILO419"	"RIMME0022"	22	"K"	"i"	10	"RIMME0022_K_i"	"HILO419_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO419_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO419_2.fq.gz"
"HILO420"	"RIMME0020"	20	"K"	"i"	10	"RIMME0020_K_i"	"HILO420_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO420_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO420_2.fq.gz"
"HILO421"	"RIMMA0373"	373	"D"	"i"	10	"RIMMA0373_D_i"	"HILO421_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO421_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO421_2.fq.gz"
"HILO422"	"RIMMA0360"	360	"L"	"i"	10	"RIMMA0360_L_i"	"HILO422_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO422_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO422_2.fq.gz"
"HILO423"	"RIMMA0360"	360	"D"	"i"	10	"RIMMA0360_D_i"	"HILO423_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO423_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO423_2.fq.gz"
"HILO424"	"RIMME0024"	24	"L"	"i"	10	"RIMME0024_L_i"	"HILO424_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO424_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO424_2.fq.gz"
"HILO425"	"RIMMA0373"	373	"G"	"i"	10	"RIMMA0373_G_i"	"HILO425_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO425_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO425_2.fq.gz"
"HILO426"	"RIMMA0372"	372	"A"	"i"	10	"RIMMA0372_A_i"	"HILO426_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO426_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO426_2.fq.gz"
"HILO427"	"RIMMA0373"	373	"A"	"i"	10	"RIMMA0373_A_i"	"HILO427_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO427_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO427_2.fq.gz"
"HILO428"	"RIMMA0370"	370	"I"	"i"	10	"RIMMA0370_I_i"	"HILO428_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO428_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO428_2.fq.gz"
"HILO429"	"RIMME0019"	19	"C"	"i"	10	"RIMME0019_C_i"	"HILO429_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO429_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO429_2.fq.gz"
"HILO430"	"RIMME0034"	34	"E"	"i"	10	"RIMME0034_E_i"	"HILO430_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO430_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO430_2.fq.gz"
"HILO431"	"RIMMA0360"	360	"C"	"i"	10	"RIMMA0360_C_i"	"HILO431_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO431_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO431_2.fq.gz"
"HILO432"	"RIMME0035"	35	"O"	"ii"	10	"RIMME0035_O_ii"	"HILO432_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO432_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO432_2.fq.gz"
"HILO433"	"RIMME0026"	26	"E"	"i"	10	"RIMME0026_E_i"	"HILO433_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO433_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO433_2.fq.gz"
"HILO434"	"RIMME0025"	25	"L"	"i"	10	"RIMME0025_L_i"	"HILO434_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO434_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO434_2.fq.gz"
"HILO435"	"RIMME0025"	25	"N"	"i"	10	"RIMME0025_N_i"	"HILO435_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO435_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO435_2.fq.gz"
"HILO436"	"RIMMA0366"	366	"I"	"i"	10	"RIMMA0366_I_i"	"HILO436_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO436_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO436_2.fq.gz"
"HILO437"	"RIMMA0373"	373	"H"	"i"	10	"RIMMA0373_H_i"	"HILO437_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO437_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO437_2.fq.gz"
"HILO438"	"RIMMA0372"	372	"G"	"i"	10	"RIMMA0372_G_i"	"HILO438_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO438_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO438_2.fq.gz"
"HILO439"	"RIMME0021"	21	"K"	"i"	10	"RIMME0021_K_i"	"HILO439_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO439_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO439_2.fq.gz"
"HILO440"	"RIMMA0372"	372	"E"	"i"	10	"RIMMA0372_E_i"	"HILO440_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO440_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO440_2.fq.gz"
"HILO441"	"RIMME0019"	19	"F"	"i"	10	"RIMME0019_F_i"	"HILO441_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO441_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO441_2.fq.gz"
"HILO442"	"RIMME0019"	19	"O"	"i"	10	"RIMME0019_O_i"	"HILO442_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO442_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO442_2.fq.gz"
"HILO443"	"RIMME0023"	23	"L"	"i"	10	"RIMME0023_L_i"	"HILO443_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO443_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO443_2.fq.gz"
"HILO444"	"RIMME0018"	18	"M"	"i"	10	"RIMME0018_M_i"	"HILO444_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO444_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO444_2.fq.gz"
"HILO445"	"RIMME0031"	31	"N"	"i"	10	"RIMME0031_N_i"	"HILO445_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO445_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO445_2.fq.gz"
"HILO446"	"RIMME0026"	26	"K"	"i"	10	"RIMME0026_K_i"	"HILO446_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO446_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO446_2.fq.gz"
"HILO447"	"RIMME0022"	22	"I"	"i"	10	"RIMME0022_I_i"	"HILO447_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO447_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO447_2.fq.gz"
"HILO448"	"RIMME0023"	23	"C"	"ii"	10	"RIMME0023_C_ii"	"HILO448_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO448_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO448_2.fq.gz"
"HILO449"	"RIMME0022"	22	"A"	"i"	10	"RIMME0022_A_i"	"HILO449_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO449_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO449_2.fq.gz"
"HILO450"	"RIMME0018"	18	"K"	"i"	10	"RIMME0018_K_i"	"HILO450_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO450_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO450_2.fq.gz"
"HILO451"	"RIMME0026"	26	"O"	"i"	10	"RIMME0026_O_i"	"HILO451_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO451_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO451_2.fq.gz"
"HILO452"	"RIMMA0360"	360	"K"	"i"	10	"RIMMA0360_K_i"	"HILO452_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO452_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO452_2.fq.gz"
"HILO453"	"RIMME0024"	24	"K"	"i"	10	"RIMME0024_K_i"	"HILO453_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO453_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO453_2.fq.gz"
"HILO454"	"RIMME0034"	34	"L"	"i"	10	"RIMME0034_L_i"	"HILO454_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO454_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO454_2.fq.gz"
"HILO455"	"RIMMA0363"	363	"C"	"i"	10	"RIMMA0363_C_i"	"HILO455_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO455_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO455_2.fq.gz"
"HILO456"	"RIMMA0367"	367	"D"	"i"	10	"RIMMA0367_D_i"	"HILO456_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO456_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO456_2.fq.gz"
"HILO457"	"RIMME0025"	25	"J"	"i"	10	"RIMME0025_J_i"	"HILO457_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO457_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO457_2.fq.gz"
"HILO458"	"RIMME0025"	25	"K"	"i"	10	"RIMME0025_K_i"	"HILO458_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO458_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO458_2.fq.gz"
"HILO459"	"RIMME0019"	19	"M"	"i"	10	"RIMME0019_M_i"	"HILO459_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO459_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO459_2.fq.gz"
"HILO460"	"RIMMA0361"	361	"E"	"i"	10	"RIMMA0361_E_i"	"HILO460_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO460_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO460_2.fq.gz"
"HILO461"	"RIMME0025"	25	"D"	"i"	10	"RIMME0025_D_i"	"HILO461_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO461_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO461_2.fq.gz"
"HILO462"	"RIMMA0374"	374	"A"	"i"	10	"RIMMA0374_A_i"	"HILO462_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO462_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO462_2.fq.gz"
"HILO463"	"RIMMA0366"	366	"C"	"i"	10	"RIMMA0366_C_i"	"HILO463_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO463_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO463_2.fq.gz"
"HILO464"	"RIMMA0365"	365	"G"	"i"	10	"RIMMA0365_G_i"	"HILO464_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO464_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO464_2.fq.gz"
"HILO465"	"RIMME0023"	23	"D"	"i"	10	"RIMME0023_D_i"	"HILO465_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO465_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO465_2.fq.gz"
"HILO466"	"RIMMA0374"	374	"E"	"i"	10	"RIMMA0374_E_i"	"HILO466_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO466_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO466_2.fq.gz"
"HILO467"	"RIMME0029"	29	"L"	"i"	10	"RIMME0029_L_i"	"HILO467_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO467_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO467_2.fq.gz"
"HILO468"	"RIMMA0366"	366	"F"	"i"	10	"RIMMA0366_F_i"	"HILO468_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO468_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO468_2.fq.gz"
"HILO469"	"RIMMA0373"	373	"C"	"i"	10	"RIMMA0373_C_i"	"HILO469_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO469_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO469_2.fq.gz"
"HILO470"	"RIMME0031"	31	"B"	"i"	10	"RIMME0031_B_i"	"HILO470_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO470_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO470_2.fq.gz"
"HILO471"	"RIMMA0365"	365	"C"	"i"	10	"RIMMA0365_C_i"	"HILO471_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO471_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO471_2.fq.gz"
"HILO472"	"RIMME0020"	20	"I"	"i"	10	"RIMME0020_I_i"	"HILO472_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO472_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO472_2.fq.gz"
"HILO473"	"RIMME0018"	18	"I"	"i"	10	"RIMME0018_I_i"	"HILO473_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO473_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO473_2.fq.gz"
"HILO474"	"RIMME0034"	34	"N"	"i"	10	"RIMME0034_N_i"	"HILO474_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO474_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO474_2.fq.gz"
"HILO475"	"RIMME0035"	35	"H"	"i"	10	"RIMME0035_H_i"	"HILO475_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO475_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO475_2.fq.gz"
"HILO476"	"RIMMA0368"	368	"B"	"i"	10	"RIMMA0368_B_i"	"HILO476_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO476_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO476_2.fq.gz"
"HILO477"	"RIMME0031"	31	"M"	"i"	10	"RIMME0031_M_i"	"HILO477_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO477_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO477_2.fq.gz"
"HILO478"	"RIMMA0372"	372	"F"	"i"	10	"RIMMA0372_F_i"	"HILO478_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO478_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO478_2.fq.gz"
"HILO479"	"RIMME0031"	31	"H"	"i"	10	"RIMME0031_H_i"	"HILO479_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO479_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO479_2.fq.gz"
"HILO480"	"RIMME0024"	24	"N"	"i"	10	"RIMME0024_N_i"	"HILO480_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO480_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO480_2.fq.gz"
"HILO481"	"RIMMA0373"	373	"E"	"i"	10	"RIMMA0373_E_i"	"HILO481_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO481_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO481_2.fq.gz"
"HILO482"	"RIMME0030"	30	"N"	"i"	10	"RIMME0030_N_i"	"HILO482_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO482_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO482_2.fq.gz"
"HILO483"	"RIMME0035"	35	"A"	"i"	10	"RIMME0035_A_i"	"HILO483_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO483_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO483_2.fq.gz"
"HILO485"	"RIMME0030"	30	"G"	"i"	10	"RIMME0030_G_i"	"HILO485_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO485_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO485_2.fq.gz"
"HILO486"	"RIMME0028"	28	"B"	"i"	10	"RIMME0028_B_i"	"HILO486_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO486_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO486_2.fq.gz"
"HILO487"	"RIMME0027"	27	"O"	"i"	10	"RIMME0027_O_i"	"HILO487_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO487_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO487_2.fq.gz"
"HILO488"	"RIMME0028"	28	"G"	"i"	10	"RIMME0028_G_i"	"HILO488_L010"	"ILLUMINA"	"Illumina HiSeq 6000"	"data/HILO_raw_reads/April2020_2/HILO488_1.fq.gz"	"data/HILO_raw_reads/April2020_2/HILO488_2.fq.gz"
