sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
HILO401	HILO401_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO401_L010_1.fq.gz	HILO401_L010_2.fq.gz
HILO402	HILO402_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO402_L010_1.fq.gz	HILO402_L010_2.fq.gz
HILO403	HILO403_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO403_L010_1.fq.gz	HILO403_L010_2.fq.gz
HILO404	HILO404_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO404_L010_1.fq.gz	HILO404_L010_2.fq.gz
HILO405	HILO405_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO405_L010_1.fq.gz	HILO405_L010_2.fq.gz
HILO406	HILO406_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO406_L010_1.fq.gz	HILO406_L010_2.fq.gz
HILO407	HILO407_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO407_L010_1.fq.gz	HILO407_L010_2.fq.gz
HILO408	HILO408_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO408_L010_1.fq.gz	HILO408_L010_2.fq.gz
HILO409	HILO409_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO409_L010_1.fq.gz	HILO409_L010_2.fq.gz
HILO410	HILO410_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO410_L010_1.fq.gz	HILO410_L010_2.fq.gz
HILO411	HILO411_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO411_L010_1.fq.gz	HILO411_L010_2.fq.gz
HILO412	HILO412_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO412_L010_1.fq.gz	HILO412_L010_2.fq.gz
HILO413	HILO413_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO413_L010_1.fq.gz	HILO413_L010_2.fq.gz
HILO414	HILO414_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO414_L010_1.fq.gz	HILO414_L010_2.fq.gz
HILO415	HILO415_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO415_L010_1.fq.gz	HILO415_L010_2.fq.gz
HILO416	HILO416_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO416_L010_1.fq.gz	HILO416_L010_2.fq.gz
HILO417	HILO417_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO417_L010_1.fq.gz	HILO417_L010_2.fq.gz
HILO418	HILO418_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO418_L010_1.fq.gz	HILO418_L010_2.fq.gz
HILO419	HILO419_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO419_L010_1.fq.gz	HILO419_L010_2.fq.gz
HILO420	HILO420_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO420_L010_1.fq.gz	HILO420_L010_2.fq.gz
HILO421	HILO421_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO421_L010_1.fq.gz	HILO421_L010_2.fq.gz
HILO422	HILO422_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO422_L010_1.fq.gz	HILO422_L010_2.fq.gz
HILO423	HILO423_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO423_L010_1.fq.gz	HILO423_L010_2.fq.gz
HILO424	HILO424_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO424_L010_1.fq.gz	HILO424_L010_2.fq.gz
HILO425	HILO425_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO425_L010_1.fq.gz	HILO425_L010_2.fq.gz
HILO426	HILO426_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO426_L010_1.fq.gz	HILO426_L010_2.fq.gz
HILO427	HILO427_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO427_L010_1.fq.gz	HILO427_L010_2.fq.gz
HILO428	HILO428_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO428_L010_1.fq.gz	HILO428_L010_2.fq.gz
HILO429	HILO429_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO429_L010_1.fq.gz	HILO429_L010_2.fq.gz
HILO430	HILO430_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO430_L010_1.fq.gz	HILO430_L010_2.fq.gz
HILO431	HILO431_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO431_L010_1.fq.gz	HILO431_L010_2.fq.gz
HILO432	HILO432_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO432_L010_1.fq.gz	HILO432_L010_2.fq.gz
HILO433	HILO433_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO433_L010_1.fq.gz	HILO433_L010_2.fq.gz
HILO434	HILO434_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO434_L010_1.fq.gz	HILO434_L010_2.fq.gz
HILO435	HILO435_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO435_L010_1.fq.gz	HILO435_L010_2.fq.gz
HILO436	HILO436_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO436_L010_1.fq.gz	HILO436_L010_2.fq.gz
HILO437	HILO437_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO437_L010_1.fq.gz	HILO437_L010_2.fq.gz
HILO438	HILO438_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO438_L010_1.fq.gz	HILO438_L010_2.fq.gz
HILO439	HILO439_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO439_L010_1.fq.gz	HILO439_L010_2.fq.gz
HILO440	HILO440_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO440_L010_1.fq.gz	HILO440_L010_2.fq.gz
HILO441	HILO441_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO441_L010_1.fq.gz	HILO441_L010_2.fq.gz
HILO442	HILO442_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO442_L010_1.fq.gz	HILO442_L010_2.fq.gz
HILO443	HILO443_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO443_L010_1.fq.gz	HILO443_L010_2.fq.gz
HILO444	HILO444_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO444_L010_1.fq.gz	HILO444_L010_2.fq.gz
HILO445	HILO445_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO445_L010_1.fq.gz	HILO445_L010_2.fq.gz
HILO446	HILO446_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO446_L010_1.fq.gz	HILO446_L010_2.fq.gz
HILO447	HILO447_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO447_L010_1.fq.gz	HILO447_L010_2.fq.gz
HILO448	HILO448_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO448_L010_1.fq.gz	HILO448_L010_2.fq.gz
HILO449	HILO449_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO449_L010_1.fq.gz	HILO449_L010_2.fq.gz
HILO450	HILO450_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO450_L010_1.fq.gz	HILO450_L010_2.fq.gz
HILO451	HILO451_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO451_L010_1.fq.gz	HILO451_L010_2.fq.gz
HILO452	HILO452_L010	Whole genome sequencing of Zea mays: maize and mexicana from Mexico	WGS	GENOMIC	RANDOM	paired	ILLUMINA	Illumina NovaSeq 6000	Seeds collected in the field were grown in the greenhouse and DNA extracted from leaf tissue. We prepared DNA libraries using a high-throughput low-volume protocol published in Rowan et al. 2019 'Nextera Low Input, Transposase Enabled protocol' (https://doi.org/10.1534/genetics.119.302406) which includes enzymatic tagmentation and sheering followed by PCR amplification and barcoding.	fastq	HILO452_L010_1.fq.gz	HILO452_L010_2.fq.gz
