 RI_ACCESSION , GENUS        , SPECIES      , ACP          , ACNO         , ACCID        , GEOCTY       , GEOSTA       , LAT          , LON          , ACELLO       , LOCALITY     , PEDIGREE     , SAMPSTAT     , SOURCE       , KERNELS      , NOTES        , FLAG         ,,,,,,,,,

RIMMA1054,Zea,mays subsp. mays,,,,,,,,,,,,Flint,Garcia,50,NIL42,,,,,,,,,

RIMMA1055,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,915,,,,,,,,

RIMMA1056,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,1535,,,,,,,,

RIMMA1057,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,2896,,,,,,,,

RIMMA1058,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,3053,,,,,,,,

RIMMA1059,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,3509,,,,,,,,

RIMMA1060,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,3723,,,,,,,,

RIMMA1061,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,6435,,,,,,,,

RIMMA1062,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,6452,,,,,,,,

RIMMA1063,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,6505,,,,,,,,

RIMMA1064,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,6571,,,,,,,,

RIMMA1065,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,7607,,,,,,,,

RIMMA1066,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,8039,,,,,,,,

RIMMA1067,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,8184,,,,,,,,

RIMMA1068,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,9561,,,,,,,,

RIMMA1069,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,9993,,,,,,,,

RIMMA1070,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,11009,,,,,,,,

RIMMA1071,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,11221,,,,,,,,

RIMMA1072,Zea,mays subsp. mays,,,,,,,,,,,inbred line,Maize Genetics Co,op,10,UFMu,13897,,,,,,,,

RIMMA1073,Zea,mays subsp. mays,,,,,,,,,,,,,,,,,,,,,,,,

RIMMA1074,Zea,mays subsp. mays,,,,,,,,,,,,Dawe,,B73-Ab10; individual 25¥1; sequenced inbred from NAM PGRP project,11FG270,,,,,,,,,

RIMMA1075,Zea,mays subsp. mays,,,,,,,,,,,,commercial,,"ornamental ""striped japonica""",,,,,,,,,,

RIMMA1076,Zea,mays subsp. Mays,,,,,,,,,,,inbred line,Flint-Garcia,,,,,,,,,,,,

RIMMA1077,Zea,mays subsp. Mays,,,,,,,,,,,inbred line,Flint-Garcia,,W22 Rr Standard 13 FG 1652,,,,,,,,,,

RIMMA1078,Zea,mays subsp. Mays,,,,,,,,,,,,Birchler,13313 sib B73 recurrent parent,,,,,,,,,,,

RIMMA1079,Zea,mays subsp. Mays,,,,,,,,,,,,Birchler,13261 sib W22 R-scm2 recurrent parent,,,,,,,,,,,

RIMMA1080,Zea,mays subsp. Mays,,,,,,,,,,,,Birchler,17447/445 B73 + B; BC8 B73; ear cytologically verified. Some individuals might be lacking B,,,,,,,,,,,

RIMMA1081,Zea,mays subsp. Mays,,,,,,,,,,,,Birchler,Greenhouse Spring 14; W22 R-scm2 + B chromosomes; BC7 W22 R-scm2; 3-4 B so most individuals will have B,,,,,,,,,,,

RIMME0001,Zea,mays subsp. mexicana,,,,,,,,,,,,Dawe,,3,2 x 2,3,,,,,,,,

RIMME0002,Zea,mays subsp. mexicana,,,,,,,,,,,,Dawe,,2,3 self,,,,,,,,,

RIMME0003,Zea,mays subsp. mexicana,,,,,,,,,,,,Dawe,,2,3 self,,,,,,,,,

RIMME0004,Zea,mays subsp. mexicana,Ames,21843,87233,Mexico,Chihuahua,,,,,,Wild,USDA,,,,,,,,,,,,

RIMME0005,Zea,mays subsp. mexicana,PI,566677,461648,Mexico,Michoacan,20.1667,,101.867,1750,Heavy black soil  in unweeded sorghum field  Penjamillo,,Wild,USDA,,,,,,,,,,,

RIMME0006,Zea,mays subsp. mexicana,PI,566673,461644,Mexico,Durango,24.1833,,104.4,1950,Wet areas along canals and dikes  Hacienda Alcalde near Francisco Villa  3km off Durango,Zacatecas Road between Puente Gavilanes and Fuente Dalilia  about 15km S of Durango,,Wild,USDA,,,,,,,,,,

RIMME0007,Zea,mays subsp. mexicana,PI,566680,461651,Mexico,Guanajuato,20.1333,,101.1,1775,Maize field on south facing slope of hill above Uriangato  road Morelia to Celaya,,Wild,USDA,,,,,,,,,,,

RIMME0008,Zea,mays subsp. mexicana,PI,566681,461652,Mexico,Michoacan,19.7,,100.567,2090,Ten km W of Ciudad Hidalgo on R side of Morelia,Toluca road  by stream for 10km,,Wild,USDA,,,,,,,,,,

RIMME0009,Zea,mays subsp. mexicana,PI,566682,461653,Mexico,Federal District,19.5167,,98.8,2250,Abundant in fields of maize  San Felipe  along cut off road across lake Texcoco to Mexico City  Edo de Mexico,,Wild,USDA,,,,,,,,,,,

RIMME0010,Zea,mays subsp. mexicana,PI,566683,461654,Mexico,Mexico,19.25,,98.85,2250,In field at split of the Chalco,Miraflores Road  La Pala  Chalco  Edo de Mexico,,Wild,USDA,,,,,,,,,,

RIMME0011,Zea,mays subsp. mexicana,PI,566685,461656,Mexico,Mexico,19.3667,,98.9667,2200,Los Reyes  in Y formed by Texcoco and Puebla road into Mexico City near the terminal of a subway line  Edo de Mexico,,Wild,USDA,,,,,,,,,,,

RIMME0012,Zea,mays subsp. mexicana,PI,384060,288182,Mexico,Oaxaca,17.05,,96.7167,,Fabrico San Jose  near Oaxaca.,,Other,USDA,,,,,,,,,,,

RIMME0013,Zea,mays subsp. mexicana,Ames,21846,87236,Mexico,Chihuahua,,,,,,Wild,USDA,,,,,,,,,,,,

RIMME0014,Zea,mays subsp. mexicana,Ames,28398,714151,,,,,,,Puga: 11066,Breeder's line,Doebley,,generation S6; seed lot TIP,491 stock me TIL25 packet 16673,,,,,,,,,

RIMME0015,Zea,mays subsp. mexicana,PI,566674,461645,Mexico,Durango,24.0167,,104.483,1950,Along cement lined irrigation canals over railroad bridge  about 20km from Durango on road to Zacatecas  Puente Gavilanes,,Wild,USDA,,Central Plateau; generation S1; Hufford line M2B,,,,,,,,,

RIMME0015,Zea,mays subsp. mexicana,PI,566674,461645,Mexico,Durango,24.0167,,104.483,1950,Along cement lined irrigation canals over railroad bridge  about 20km from Durango on road to Zacatecas  Puente Gavilanes,,Wild,USDA,,Central Plateau,,,,,,,,,

RIMME0016,Zea,mays subsp. mexicana,Ames,8083,42246,Mexico,Federal District,,,,,,Wild,USDA,,Chalco; generations S1; Hufford line M3E; all seeds used,,,,,,,,,,

RIMME0016,Zea,mays subsp. mexicana,Ames,8083,42246,Mexico,Federal District,,,,,,Wild,USDA,,Chalco,,,,,,,,,,

RIMME0017,Zea,mays subsp. mexicana,Ames,28079,699874,Mexico,Jalisco,20.4206,,102.347,1597,Ayotlan. Population: San Jeronimo (Cerro Grande).,,Wild,USDA,,,,,,,,,,,

RIMME0018,Zea,mays subsp. mexicana,,,,Mexico,Chihuahua,26.2465,106.915,,Nabogame,,Wild,Lubinsky,,Collected: 10/22/08 Individuals: A1,O1 and A2,O2 (30) Notes: Each sample has two inflorescences,,,,,,,,

RIMME0019,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,20.1176,101.93,,Penjamillo,,Wild,Lubinsky,,Collected: 10/29/08 Individuals: A,O (15) Notes: Plastic bag has two seeds not in a paper bag,,,,,,,,,

RIMME0020,Zea,mays subsp. mexicana,,,,Mexico,Mexico,18.9531,99.503,,Malinalco,,Wild,Lubinsky,,Collected: 11/2/08 Individuals: A,Q (17) Notes:,,,,,,,,,

RIMME0021,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,19.6789,100.64,,El Porvenir,,Wild,Lubinsky,,"Collected: 11/19/08 Individuals: A-R (18) Notes: Includes 3 hybrids (P,Q,R)",,,,,,,,,,

RIMME0022,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.139,98.7733,,Amecameca,,Wild,Lubinsky,,Collected: 11/13/08 Individuals: A,P (16) Notes:,,,,,,,,,

RIMME0023,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.2351,98.8368,,Tlapala,,Wild,Lubinsky,,Collected: 11/14/08 Individuals: A,L (12) Notes: In wheat field,,,,,,,,,

RIMME0024,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.3764,99.6303,,Jicaltepec (San Pablo Autopan),,Wild,Lubinsky,,Collected: 11/1/08 Individuals: A,O (15) Notes:,,,,,,,,,

RIMME0025,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.2244,98.8427,,Cocotilan,,Wild,Lubinsky,,"Collected: 11/14/08 Individuals: A-O (15) Notes: 2nd \Chalo\""\"" site w/ maiz hibrido (short) + 2 Crillo\""""",,,,,,,,,,

RIMME0026,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,19.4181,101.613,,Opopeo,,Wild,Lubinsky,,"Collected: 10/30/08 Individuals: A-Q (17) Notes: Includes 2 hybrids  (P,Q) with seeds out in the plastic bag",,,,,,,,,,

RIMME0027,Zea,mays subsp. mexicana,,,,Mexico,Morelos,18.9719,99.0551,,Amatlan,,Wild,Lubinsky,,Collected: 11/1/08 Individuals: A,P (16) Notes: Soccer Field and in Jicaltepec bag (RIMME0024),,,,,,,,,

RIMME0028,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,20.1076,101.49,,Puruandiro(Victor),,Wild,Lubinsky,,Collected: 10/29/08 Individuals: A,O (15) Notes: Bag A no seeds and X duplicated (?),,,,,,,,,

RIMME0029,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,20.1683,102.373,,Ixtlan,,Wild,Lubinsky,,Collected: 10/28/08 Individuals: A,T(20) Notes: 10 Milo + 10 Pioneer(?); Â¥ Volunteers inside/surrounding sorghum field,,,,,,,,,

RIMME0030,Zea,mays subsp. mexicana,,,,Mexico,Puebla,19.0886,98.4935,,San Pedro,,Wild,Lubinsky,,Collected: 11/12/08 Individuals: A,S (19) Notes:,,,,,,,,,

RIMME0031,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.1197,99.5896,,Tenango del Aire,,Wild,Lubinsky,,Collected: 10/31/08 Individuals: A,O (14) Notes: Paper bag E (#5) missing,,,,,,,,,

RIMME0032,Zea,mays subsp. mexicana,,,,Mexico,Chihuahua,26.2465,106.915,,Nabogame,,Wild,Lubinsky,,Collected: 10/22/08 Individuals: A,K (11) Notes: All 11 are hybrids with cultivated maize,,,,,,,,,

RIMME0033,Zea,mays subsp. mexicana,,,,Mexico,Morelos,18.9725,99.0298,,Puerta Encantada (Amatlan),,Wild,Lubinsky,,"Collected: 11/16/08 Individuals: A-Q (17) Notes: \La Puerta\""\"" Control and Bag C (#3) no seeds\""""",,,,,,,,,,

RIMME0034,Zea,mays subsp. mexicana,,,,Mexico,Michoacan,19.4184,101.642,,Santa Clara,,Wild,Lubinsky,,Collected: 10/30/08 Individuals: A,O (15) Notes: Bag A (#1) seeds are white and not stable,,,,,,,,,

RIMME0035,Zea,mays subsp. mexicana,,,,Mexico,Distrito Federal,19.2861,99.0827,,Xochimilco,,Wild,Lubinsky,,Collected: 11/4/08 Individuals: A,O (15) Notes:,,,,,,,,,

RIMME0036,Zea,mays subsp. mexicana,,,,Mexico,Mexico,19.35,,98.8833,2200,"San Francisco Acuautla, Ixtapaluca",,,,,,,,,,,,,,

RIMME0037,Zea,mays subsp. mexicana,,,,Mexico\ ,,,,,San Jose Fabrica; Chalco,,Wild,Beadle,,Chalco teosinte colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR. Date says 2/3/72; probably Ames 21840.,,,,,,,,,,

RIMME0038,Zea,mays subsp. mexicana,,,,,,,,,,,,,0,Packet 16666\ line:TIL18\ ,,,,,,,,,,

RIMME0040,Zea,mays subsp. mexicana,,,,Mexico\ ,,,,,San Jose Fabrica; Chalco,,Wild,Beadle,,Chalco teosinte colllected by Beadle in the 1972 Galinat teosinte Hunt; sent by Beadle to Giles Waines at UCR. Date says 2/1/73 but 2/1/72 (or 2/3/72) more likely; probabl same as Ames 21840.,,,,,,,,,,

RIMME0041,Zea,mays subsp. mexicana,,,,,,,,,,,,,,bulk seed from growout of Lubinsky pops; Gates 2017,,,,,,,,,,

RIMPA0001,Zea,mays subsp. parviglumis,Ames,21786,87168,Mexico,Guerrero,,,,El Salada.,,Wild,USDA,,,,,,,,,,,,

RIMPA0002,Zea,mays subsp. parviglumis,Ames,21787,87169,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0003,Zea,mays subsp. parviglumis,Ames,21789,87171,Mexico,Guerrero,,,,Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0004,Zea,mays subsp. parviglumis,Ames,21790,87172,Mexico,Guerrero,,,,Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0005,Zea,mays subsp. parviglumis,Ames,21793,87175,Mexico,Guerrero,,,,Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0006,Zea,mays subsp. parviglumis,Ames,21796,87179,Mexico,Guerrero,,,,El Salada/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0007,Zea,mays subsp. parviglumis,Ames,21797,87180,Mexico,Guerrero,,,,Mazatlan/El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0008,Zea,mays subsp. parviglumis,Ames,21798,87181,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0009,Zea,mays subsp. parviglumis,Ames,21799,87182,Mexico,Guerrero,,,,El Salado/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0010,Zea,mays subsp. parviglumis,Ames,21800,87184,Mexico,Guerrero,,,,El Salado/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0011,Zea,mays subsp. parviglumis,Ames,21801,87185,Mexico,Guerrero,,,,El Salada/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0012,Zea,mays subsp. parviglumis,Ames,21802,87186,Mexico,Guerrero,,,,El Salado/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0013,Zea,mays subsp. parviglumis,Ames,21803,87187,Mexico,Guerrero,,,,El Salado/Mazatlan.,,Wild,USDA,,,,,,,,,,,,

RIMPA0014,Zea,mays subsp. parviglumis,Ames,21808,87194,Mexico,Guerrero,17.55,,99.5,,30 km south of Chilpancingo.,,Wild,USDA,,,,,,,,,,,

RIMPA0015,Zea,mays subsp. parviglumis,Ames,21809,87195,Mexico,Guerrero,17.4333,,99.4667,,1 mile south of Palo Blanco.,,Wild,USDA,,,,,,,,,,,

RIMPA0016,Zea,mays subsp. parviglumis,Ames,21812,87198,Mexico,Guerrero,18.35,,99.85,,2 west of Teloloapan.,,Wild,USDA,,,,,,,,,,,

RIMPA0017,Zea,mays subsp. parviglumis,Ames,21814,87200,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0018,Zea,mays subsp. parviglumis,Ames,21816,87202,Mexico,Guerrero,,,,,,Wild,USDA,,missing,,,,,,,,,,

RIMPA0019,Zea,mays subsp. parviglumis,Ames,21826,87213,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0020,Zea,mays subsp. parviglumis,Ames,21828,87215,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0021,Zea,mays subsp. parviglumis,Ames,21829,87216,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0022,Zea,mays subsp. parviglumis,Ames,21830,87217,Mexico,Guerrero,,,,El Salado.,,Wild,USDA,,,,,,,,,,,,

RIMPA0023,Zea,mays subsp. parviglumis,Ames,21847,87237,Unknown,,,,,56th Street & Ellis.,,Wild,USDA,,,,,,,,,,,,

RIMPA0024,Zea,mays subsp. parviglumis,Ames,21848,87238,Unknown,,,,,56th & Ellis Avenue.,,Wild,USDA,,,,,,,,,,,,

RIMPA0025,Zea,mays subsp. parviglumis,Ames,21849,87240,Unknown,,,,,56th & Ellis Avenue.,,Wild,USDA,,,,,,,,,,,,

RIMPA0026,Zea,mays subsp. parviglumis,Ames,21850,87241,Unknown,,,,,56th Street.,,Wild,USDA,,,,,,,,,,,,

RIMPA0027,Zea,mays subsp. parviglumis,Ames,21851,87242,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0028,Zea,mays subsp. parviglumis,Ames,21852,87243,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0029,Zea,mays subsp. parviglumis,Ames,21853,87244,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0030,Zea,mays subsp. parviglumis,Ames,21855,87246,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0031,Zea,mays subsp. parviglumis,Ames,21856,87249,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0032,Zea,mays subsp. parviglumis,Ames,21857,87250,Unknown,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0033,Zea,mays subsp. parviglumis,Ames,21860,87255,,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0034,Zea,mays subsp. parviglumis,Ames,21861,87257,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0035,Zea,mays subsp. parviglumis,Ames,21889,87288,Mexico,Jalisco,,,,Vicinity of El Rodeo.,,Wild,USDA,,,,,,,,,,,,

RIMPA0036,Zea,mays subsp. parviglumis,Ames,21894,87293,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0037,Zea,mays subsp. parviglumis,PI,331785,246864,Mexico,Michoacan,18.8167,,100.967,800,Quenchendio (Km. 24 Huetamo,Morelia  Michoacan State. Huetamo,Tiquicheo region.,,Wild,USDA,,,,,,,,,

RIMPA0038,Zea,mays subsp. parviglumis,PI,384061,288183,Mexico,Guerrero,17.5,,99.5,1100,East 4.5 km of Mazatlan  Guerrero on road to El Salado.,,Wild,USDA,,,,,,,,,,,

RIMPA0039,Zea,mays subsp. parviglumis,PI,384062,288184,Mexico,Guerrero,17.4167,,99.5,1350,East side of highway  1 km. south of Palo Blanco.,,Wild,USDA,,,,,,,,,,,

RIMPA0040,Zea,mays subsp. parviglumis,PI,384063,288185,Mexico,Mexico,18.8333,,100.167,1300,West side of road  41 km. south of Valle de Bravo.,,Wild,USDA,,,,,,,,,,,

RIMPA0041,Zea,mays subsp. parviglumis,PI,384064,288186,Mexico,Guerrero,18.35,,99.85,1550,10 km past Teloloapan  2 km to El Pochote. Limestone soil.,,Wild,USDA,,,,,,,,,,,

RIMPA0042,Zea,mays subsp. parviglumis,PI,384065,288187,Mexico,Guerrero,18.35,,99.85,1600,10 km past Teloloapan  2 km to El Pochote. Limestone soil.,,Wild,USDA,,,,,,,,,,,

RIMPA0043,Zea,mays subsp. parviglumis,PI,384066,288188,Mexico,Guerrero,18.35,,99.85,1700,15 km past Teloloapan  3 km beyond El Pochote.,,Wild,USDA,,,,,,,,,,,

RIMPA0044,Zea,mays subsp. parviglumis,PI,384069,288191,Mexico,Guerrero,18.35,,99.85,1550,10 km past Teloloapan  2 km to El Pochote. Limestone soil.,,Wild,USDA,,,,,,,,,,,

RIMPA0045,Zea,mays subsp. parviglumis,PI,384071,288193,Mexico,Guerrero,18.3333,,100.317,1100,Iguala,Arcelia road  103 km. from Iguala.,,Wild,USDA,,,,,,,,,,

RIMPA0046,Zea,mays subsp. parviglumis,PI,566686,461657,Mexico,Guerrero,18.2167,,99.2333,1225,Dry hillside  along fences of ejido bottom land  Plan de Timbres  16km beyond Huitzuco and 4km before Paso de Morelos,,Wild,USDA,,,,,,,,,,,

RIMPA0047,Zea,mays subsp. parviglumis,PI,566687,461658,Mexico,Mexico,18.35,,100.2,1135,Roadside  km 100 of Teloloapan,Arcelia road at junction of cross road to Amates Grandes,,Wild,USDA,,,,,,,,,,

RIMPA0048,Zea,mays subsp. parviglumis,PI,566688,461659,Mexico,Guerrero,18.4167,,99.9667,1700,Steep slope  fallow fields of Alberto Alvarez  Zacatlancillo  road Teloloapan to Arcelia,,Wild,USDA,,,,,,,,,,,

RIMPA0049,Zea,mays subsp. parviglumis,PI,566689,461660,Mexico,Mexico,18.5,,100.433,970,Hillside and fields  El Aqucatito  5 to 7km S of Palmar Chico  Amatepec  Edo de Mexico,,Wild,USDA,,,,,,,,,,,

RIMPA0050,Zea,mays subsp. parviglumis,PI,566690,461661,Mexico,Mexico,19.1833,,100.283,1380,Grazed hillside above Nuevo Santo Thomas de Los Plantanos in very steep arroyo  Santo Thomas  Edo de Mexico,,Wild,USDA,,,,,,,,,,,

RIMPA0051,Zea,mays subsp. parviglumis,PI,566691,461662,Mexico,Michoacan,19.45,,100.9,1100,In and around maize and fallow fields  hot dirt road to Temascal , km 70  Paso Ancho road Huetamo to Morelia  Tzitzio,,Wild,USDA,,,,,,,,,,

RIMPA0052,Zea,mays subsp. parviglumis,PI,566692,461663,Mexico,Michoacan,19.0667,,100.417,850,Fallow field  under margin of trees  Km 43 road Zitacuraro to Tuzantla  Tuzantla,,Wild,USDA,,,,,,,,,,,

RIMPA0053,Zea,mays subsp. parviglumis,Ames,21886,87283,Mexico,Mexico,19.1667,,100.217,1600,Colorines  N.V. Rastrojo. Roadside fencerow adjacent to dooryard garden containing maize  squash  and quelites.,,Wild,USDA,,wrong #,,,,,,,,,

RIMPA0054,Zea,mays subsp. parviglumis,Ames,21810,87196,Mexico,,,,,,,Wild,USDA,,,,,,,,,,,,

RIMPA0055,Zea,mays subsp. parviglumis,Ames,28399,714152,,,,,,,JSGyLOS: 130,Breeder's line,Doebley,8,generation S9; seed lot TIP,521 stock me TIL1 packet 16694,,,,,,,,,

RIMPA0055,Zea,mays subsp. parviglumis,Ames,28399,714152,,,,,,,JSGyLOS: 130,Breeder's line,Doebley,,generation S9; seed lot TIP,521 stock me TIL1 packet 16694,,,,,,,,,

RIMPA0056,Zea,mays subsp. parviglumis,Ames,28400,714153,,,,,,,JSGyMAS 401,Breeder's line,Doebley,7,generation S9; seed lot TIP,523 stock me TIL3 packet 16696,,,,,,,,,

RIMPA0056,Zea,mays subsp. parviglumis,Ames,28400,714153,,,,,,,JSGyMAS 401,Breeder's line,Doebley,,generation S9; seed lot TIP,523 stock me TIL3 packet 16696,,,,,,,,,

RIMPA0057,Zea,mays subsp. parviglumis,Ames,28401,714154,,,,,,,JSGyLOS 109,Breeder's line,Doebley,9,generation S7; seed lot TIP,494 stock me TIL6 packet 16676,,,,,,,,,

RIMPA0057,Zea,mays subsp. parviglumis,Ames,28401,714154,,,,,,,JSGyLOS 109,Breeder's line,Doebley,,generation S7; seed lot TIP,494 stock me TIL6 packet 16676,,,,,,,,,

RIMPA0058,Zea,mays subsp. parviglumis,,,,,,,,,,,,Doebley,5,generation S7; similar to Ames 28402; seed lot 06GC,TIP,593 self stock me TIL7 packet 24858,,,,,,,,

RIMPA0058,Zea,mays subsp. parviglumis,,,,,,,,,,,,Doebley,,generation S7; similar to Ames 28402; seed lot 06GC,TIP,593 self stock me TIL7 packet 24858,,,,,,,,

RIMPA0059,Zea,mays subsp. parviglumis,,,,,,,,,,,,Doebley,8,generation S8; similar to Ames 28403; seed lot TIP,506 stock me TIL9 packet 16685,,,,,,,,,

RIMPA0059,Zea,mays subsp. parviglumis,,,,,,,,,,,,Doebley,,generation S8; similar to Ames 28403; seed lot TIP,506 stock me TIL9 packet 16685,,,,,,,,,

RIMPA0060,Zea,mays subsp. parviglumis,Ames,28404,714157,,,,,,,CIMMYT: 11355,Breeder's line,Doebley,7,generation S7; seed lot TIP,486 stock me TIL10 packet 16669,,,,,,,,,

RIMPA0060,Zea,mays subsp. parviglumis,Ames,28404,714157,,,,,,,CIMMYT: 11355,Breeder's line,Doebley,,generation S7; seed lot TIP,486 stock me TIL10 packet 16669,,,,,,,,,

RIMPA0061,Zea,mays subsp. parviglumis,Ames,28405,714158,,,,,,,USDA: PI566686,Breeder's line,Doebley,10,generation S10; seed lot TIP,535 stock me TIL11 packet 16706,,,,,,,,,

RIMPA0061,Zea,mays subsp. parviglumis,Ames,28405,714158,,,,,,,USDA: PI566686,Breeder's line,Doebley,,generation S10; seed lot TIP,535 stock me TIL11 packet 16706,,,,,,,,,

RIMPA0062,Zea,mays subsp. parviglumis,Ames,28406,714159,,,,,,,Benz 967,Breeder's line,Doebley,9,generation S7; seed lot TIP,500 stock me TIL14 packet 16680,,,,,,,,,

RIMPA0062,Zea,mays subsp. parviglumis,Ames,28406,714159,,,,,,,Benz 967,Breeder's line,Doebley,,generation S7; seed lot TIP,500 stock me TIL14 packet 16680,,,,,,,,,

RIMPA0063,Zea,mays subsp. parviglumis,Ames,28407,714160,,,,,,,Kato: Site 4,Breeder's line,Doebley,5,generation S8; seed lot TIP,516 stock me TIL15 packet 16692,,,,,,,,,

RIMPA0063,Zea,mays subsp. parviglumis,Ames,28407,714160,,,,,,,Kato: Site 4,Breeder's line,Doebley,,generation S8; seed lot TIP,516 stock me TIL15 packet 16692,,,,,,,,,

RIMPA0064,Zea,mays subsp. parviglumis,Ames,28408,714161,,,,,,,Beadle & Kato: Site 4,Breeder's line,Doebley,3,generation S6; seed lot TIP,470 stock me TIL16 packet 16662,,,,,,,,,

RIMPA0064,Zea,mays subsp. parviglumis,Ames,28408,714161,,,,,,,Beadle & Kato: Site 4,Breeder's line,Doebley,,generation S6; seed lot TIP,470 stock me TIL16 packet 16662,,,,,,,,,

RIMPA0065,Zea,mays subsp. parviglumis,Ames,28409,714162,,,,,,,Wilkes: Site 6,Breeder's line,Doebley,6,generation S8; seed lot TIP,509 stock me TIL17 packet 16687,,,,,,,,,

RIMPA0065,Zea,mays subsp. parviglumis,Ames,28409,714162,,,,,,,Wilkes: Site 6,Breeder's line,Doebley,,generation S8; seed lot TIP,509 stock me TIL17 packet 16687,,,,,,,,,

RIMPA0066,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,,,,,,,Hufford,,"collected Mar 2008; EjuA 12 dense patch on north side of population, slight slope lat 19.89857, lon -104.17574, 1331 masl ; EjuA 22   Teosinte patch on steep slope near dump heap lat 19.90074, lon -104.17123, 1307 masl; collectors Hufford, M.B. &  Garcia-Medi, J.",,,,,,,,,,

RIMPA0067,Zea,mays subsp. parviglumis,,,,Mexico,Jalisco,,,,,,,Hufford,,"collected. Sept. 2007; MSA 38 Thick patch of teosinte near maize field margin lat 19.97113, lon -104.05806 1234 masl; MSA 39 Dense area of teosinte and other grasses at the edge of a big tree, somewhat shaded lat 19.97119, lon -104.05726 1234 masl; Collectors: Hufford, M.B.  & Garcia-Medi, J.",,,,,,,,,,

